Date,Low,Open,Volume,High,Close
7/28/2020,104,105,"3,670,038",105.5,104.52
7/29/2020,104.54,105.22,"3,606,340",106.37,105.78
7/30/2020,104.59,104.72,"2,689,603",105.95,105.48
7/31/2020,105.05,105.63,"4,119,560",107.42,107.38
8/3/2020,106.82,107.98,"4,548,307",108.74,106.88
8/4/2020,106.38,106.63,"2,991,189",108.42,108.39
8/5/2020,107.26,108.74,"3,114,618",109.16,107.9
8/6/2020,107.18,107.32,"4,016,593",108.3,108.1
8/7/2020,113.09,113.24,"13,771,170",118,115.09
8/10/2020,113.6,115.06,"4,812,695",116.65,116.07
8/11/2020,113.28,116.08,"4,763,144",116.2,113.59
8/12/2020,114.07,114.27,"3,512,765",116.24,115.25
8/13/2020,114.89,115.15,"3,030,470",117.15,115.37
8/14/2020,114.33,115.7,"2,027,736",116.09,115.49
8/17/2020,115.82,115.98,"3,308,932",117.32,116.87
8/18/2020,115.86,117.68,"2,363,260",117.73,116.02
8/19/2020,114.92,116.69,"2,700,447",116.93,115.14
8/20/2020,114.51,114.56,"2,268,754",115.86,115.4
8/21/2020,113.38,114.34,"2,841,035",115.25,115.01
8/24/2020,114.76,115.03,"2,713,778",116.09,115.26
8/25/2020,114.6,115.56,"2,322,267",115.56,115.41
8/26/2020,114.74,115.11,"2,953,430",116.24,116.19
8/27/2020,115,116.62,"2,464,847",116.62,115.24
8/28/2020,114.88,115.25,"2,798,033",116.35,116.26
8/31/2020,115.41,115.49,"3,926,105",117.11,116.68
9/1/2020,115.95,116.63,"2,938,637",117.33,116.9
9/2/2020,117.14,117.83,"3,600,379",119.2,118.88
9/3/2020,113.93,118.7,"4,411,922",119.15,114.84
9/4/2020,112.21,115.49,"4,690,951",116,114.29
9/8/2020,111.08,112.63,"5,686,502",113.85,111.57
9/9/2020,111.64,111.64,"4,024,445",114.56,113.2
9/10/2020,111.26,113.11,"3,862,016",114.95,111.72
9/11/2020,110.45,112.28,"3,098,311",113.42,111.58
9/14/2020,111.64,112.95,"3,939,425",113.49,112.27
9/15/2020,112.48,113.12,"4,821,923",116.15,115.93
9/16/2020,113.49,116.41,"5,759,104",117.42,113.76
